Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
06.09.2025 05:15;06.09.2025 05:30;987,19;466,22;92,65;350,46;1,67;26,99;-;2.502,25;850,75;1.381,25;4,25;371,25
06.09.2025 05:30;06.09.2025 05:45;997,34;476,68;88,21;365,95;1,81;27,03;-;2.500,25;849,50;1.379,00;21,00;375,00
06.09.2025 05:45;06.09.2025 06:00;1.005,55;476,96;86,08;393,24;3,03;26,35;-;2.494,25;845,50;1.332,75;98,75;373,75
06.09.2025 06:00;06.09.2025 06:15;1.026,73;464,74;81,28;400,63;2,21;26,19;-;2.500,50;843,50;1.280,75;275,50;373,50
06.09.2025 06:15;06.09.2025 06:30;1.039,30;474,12;76,98;404,15;3,26;26,08;-;2.506,50;800,00;1.289,00;398,25;373,50
06.09.2025 06:30;06.09.2025 06:45;1.043,37;472,66;79,21;401,02;11,51;26,10;-;2.509,50;723,00;1.286,50;448,75;369,75
06.09.2025 06:45;06.09.2025 07:00;1.047,33;473,17;71,06;423,32;65,90;26,23;-;2.501,25;649,75;1.289,00;496,50;365,25
06.09.2025 07:00;06.09.2025 07:15;1.050,04;482,45;62,49;440,22;253,94;26,26;-;2.465,50;619,75;1.295,75;591,00;367,25
06.09.2025 07:15;06.09.2025 07:30;1.050,68;488,68;63,39;430,75;543,29;26,31;-;2.425,75;578,50;1.294,50;531,50;368,75
06.09.2025 07:30;06.09.2025 07:45;1.051,30;473,86;64,36;432,46;953,34;26,30;-;2.377,25;541,75;1.294,00;404,00;365,25
06.09.2025 07:45;06.09.2025 08:00;1.048,84;467,18;71,76;422,09;1.478,46;26,38;-;2.290,50;525,25;1.280,50;284,75;367,50
06.09.2025 08:00;06.09.2025 08:15;1.018,38;482,39;69,50;389,92;2.110,47;26,56;-;2.255,25;469,50;1.274,50;286,75;368,50
06.09.2025 08:15;06.09.2025 08:30;1.014,05;474,68;59,71;360,74;2.789,24;26,38;-;2.236,50;378,00;1.208,25;134,25;368,25
06.09.2025 08:30;06.09.2025 08:45;1.005,42;473,13;52,78;329,35;3.531,12;26,41;-;2.208,50;320,75;1.076,50;32,00;371,75
06.09.2025 08:45;06.09.2025 09:00;1.005,64;475,48;52,44;301,55;4.319,61;26,40;-;2.100,00;294,00;878,50;28,50;372,50
06.09.2025 09:00;06.09.2025 09:15;981,00;508,53;49,37;263,13;5.097,31;26,36;-;1.844,00;203,75;651,50;9,25;367,50
06.09.2025 09:15;06.09.2025 09:30;971,54;483,41;49,27;218,80;5.867,49;26,17;-;1.581,75;186,75;579,75;2,75;369,25
06.09.2025 09:30;06.09.2025 09:45;957,87;482,65;50,77;180,38;6.588,82;26,01;-;1.365,00;167,75;567,00;0,50;365,25
06.09.2025 09:45;06.09.2025 10:00;952,79;492,14;50,32;144,87;7.248,57;26,00;-;1.211,50;120,00;531,50;3,25;365,50
06.09.2025 10:00;06.09.2025 10:15;924,95;511,95;58,07;137,70;8.024,77;25,98;-;1.085,50;98,75;501,25;0,50;364,75
06.09.2025 10:15;06.09.2025 10:30;915,03;502,07;66,72;143,49;8.670,30;25,97;-;1.056,00;94,25;459,50;1,00;368,75
06.09.2025 10:30;06.09.2025 10:45;909,93;494,99;61,66;141,11;9.093,28;24,98;-;1.033,50;91,25;448,50;1,00;370,25
06.09.2025 10:45;06.09.2025 11:00;908,09;491,11;56,40;146,06;9.433,52;24,79;-;1.018,00;90,00;434,00;0,00;366,75
06.09.2025 11:00;06.09.2025 11:15;897,76;490,15;54,60;163,55;9.965,69;23,84;-;1.008,50;90,25;426,75;0,00;368,75
06.09.2025 11:15;06.09.2025 11:30;893,56;504,48;48,80;173,77;10.386,27;23,44;-;984,25;90,25;425,50;0,00;369,00
06.09.2025 11:30;06.09.2025 11:45;890,20;505,86;41,91;181,83;10.754,57;23,21;-;976,25;89,25;425,50;1,00;369,50
06.09.2025 11:45;06.09.2025 12:00;888,86;502,70;40,32;194,61;10.997,63;23,30;-;977,25;88,25;424,00;0,50;372,00
06.09.2025 12:00;06.09.2025 12:15;879,01;508,10;40,48;200,12;11.019,96;23,15;-;985,50;87,75;422,50;4,00;370,75
06.09.2025 12:15;06.09.2025 12:30;876,03;494,17;44,75;215,09;11.235,83;23,93;-;992,00;87,25;423,00;3,75;368,75
06.09.2025 12:30;06.09.2025 12:45;871,42;505,95;39,25;221,07;11.310,84;24,25;-;994,75;87,50;423,00;18,25;367,00
06.09.2025 12:45;06.09.2025 13:00;869,95;499,25;34,27;226,18;11.350,19;24,25;-;986,75;88,25;410,00;2,00;362,75
06.09.2025 13:00;06.09.2025 13:15;867,23;503,15;30,77;231,46;11.420,62;24,23;-;988,00;90,25;409,00;3,75;363,50
06.09.2025 13:15;06.09.2025 13:30;865,26;499,79;26,81;231,60;11.387,21;24,10;-;990,50;88,75;408,75;3,25;367,50
06.09.2025 13:30;06.09.2025 13:45;866,45;495,59;24,62;248,85;11.335,53;24,06;-;984,50;88,75;408,75;1,75;365,00
06.09.2025 13:45;06.09.2025 14:00;866,60;491,82;26,50;253,29;11.252,20;24,12;-;986,00;88,50;408,50;0,25;366,75
06.09.2025 14:00;06.09.2025 14:15;867,48;484,31;30,99;261,49;10.992,76;24,35;-;987,00;85,50;409,25;0,00;368,50
06.09.2025 14:15;06.09.2025 14:30;870,03;489,73;33,37;269,04;10.799,22;24,22;-;988,50;86,00;408,50;1,50;369,25
06.09.2025 14:30;06.09.2025 14:45;868,47;500,97;25,87;283,49;10.656,30;24,14;-;984,75;86,50;410,00;3,75;368,75
06.09.2025 14:45;06.09.2025 15:00;868,50;499,08;24,14;294,01;10.531,82;24,07;-;1.003,75;85,75;408,50;10,50;367,75
06.09.2025 15:00;06.09.2025 15:15;870,44;496,53;28,60;300,38;10.111,78;24,19;-;1.039,75;88,25;412,75;12,00;369,75
06.09.2025 15:15;06.09.2025 15:30;874,67;495,30;31,05;339,21;9.822,63;24,22;-;1.053,25;87,75;412,50;11,75;369,75
06.09.2025 15:30;06.09.2025 15:45;878,23;492,87;33,46;350,84;9.430,82;24,17;-;1.053,75;87,00;412,00;11,75;363,50
06.09.2025 15:45;06.09.2025 16:00;884,76;494,80;38,58;370,66;8.962,51;24,10;-;1.054,75;87,25;412,75;21,75;368,75
06.09.2025 16:00;06.09.2025 16:15;904,33;490,35;44,62;374,72;8.498,21;23,96;-;1.072,25;87,00;437,25;35,75;368,50
06.09.2025 16:15;06.09.2025 16:30;914,69;505,47;46,20;397,09;7.985,32;23,94;-;1.097,75;109,75;437,75;56,25;366,50
06.09.2025 16:30;06.09.2025 16:45;919,71;504,33;43,06;427,72;7.485,60;23,95;-;1.163,50;175,75;439,75;30,25;368,25
06.09.2025 16:45;06.09.2025 17:00;928,41;498,25;42,10;438,43;6.826,43;23,99;-;1.374,00;227,50;464,50;28,25;368,25
06.09.2025 17:00;06.09.2025 17:15;953,76;485,99;51,02;427,64;6.022,09;23,89;-;1.522,25;272,50;571,25;56,75;385,25
06.09.2025 17:15;06.09.2025 17:30;969,04;499,37;63,41;446,60;5.301,84;23,84;-;1.656,00;349,25;689,50;89,25;387,00
06.09.2025 17:30;06.09.2025 17:45;1.002,90;486,37;78,24;463,70;4.503,28;23,86;-;1.799,50;426,25;807,75;137,00;387,50
06.09.2025 17:45;06.09.2025 18:00;1.027,85;505,82;90,06;480,37;3.683,81;23,98;-;1.933,75;472,00;874,25;423,50;387,75
06.09.2025 18:00;06.09.2025 18:15;1.080,09;467,46;108,58;493,58;2.886,67;24,10;-;1.999,50;542,75;1.057,75;420,00;387,50
06.09.2025 18:15;06.09.2025 18:30;1.101,68;480,50;126,67;500,60;2.163,64;24,12;-;2.091,00;617,75;1.134,00;623,00;386,75
06.09.2025 18:30;06.09.2025 18:45;1.120,31;571,34;137,12;519,18;1.507,64;24,10;-;2.120,00;698,50;1.184,25;1.114,50;387,25
06.09.2025 18:45;06.09.2025 19:00;1.132,71;629,04;147,28;543,86;986,45;24,18;-;2.123,50;739,25;1.198,00;1.179,50;387,00
06.09.2025 19:00;06.09.2025 19:15;1.147,01;555,55;157,50;579,60;584,20;24,14;-;2.112,25;759,50;1.222,50;1.179,50;384,75
06.09.2025 19:15;06.09.2025 19:30;1.153,33;573,00;179,62;647,50;303,05;24,14;-;2.117,25;774,00;1.244,50;1.206,00;385,50
06.09.2025 19:30;06.09.2025 19:45;1.151,45;598,03;194,18;756,78;125,69;24,18;-;2.114,00;788,00;1.246,50;1.214,25;384,50
06.09.2025 19:45;06.09.2025 20:00;1.153,78;561,37;206,29;888,28;42,94;24,18;-;2.115,25;790,25;1.247,00;1.193,00;387,50
06.09.2025 20:00;06.09.2025 20:15;1.154,03;539,39;216,65;911,65;25,93;24,24;-;2.112,00;795,75;1.233,25;1.235,00;385,75
06.09.2025 20:15;06.09.2025 20:30;1.148,49;522,00;240,08;1.073,56;18,36;24,30;-;2.111,00;799,25;1.230,00;1.201,75;385,75
06.09.2025 20:30;06.09.2025 20:45;1.141,61;479,32;259,88;1.307,57;10,95;24,29;-;2.087,00;797,50;1.161,75;1.035,75;389,75
06.09.2025 20:45;06.09.2025 21:00;1.135,06;474,99;285,15;1.573,83;9,10;24,39;-;2.050,50;798,75;1.138,75;819,75;385,50
06.09.2025 21:00;06.09.2025 21:15;1.119,51;526,69;312,75;1.840,38;11,16;24,43;-;2.032,75;791,25;1.129,25;1.032,25;382,50
06.09.2025 21:15;06.09.2025 21:30;1.111,35;479,84;351,22;2.094,37;7,16;24,47;-;2.000,25;759,50;1.073,50;869,75;387,00
06.09.2025 21:30;06.09.2025 21:45;1.094,38;463,88;376,79;2.330,16;5,29;24,53;-;1.961,00;714,25;1.007,25;603,00;384,25
06.09.2025 21:45;06.09.2025 22:00;1.086,22;453,69;425,37;2.496,37;3,88;24,55;-;1.949,50;692,50;984,00;433,00;384,25
06.09.2025 22:00;06.09.2025 22:15;1.065,56;453,76;435,64;2.599,50;4,40;24,56;-;1.913,75;665,50;991,50;759,25;383,75
06.09.2025 22:15;06.09.2025 22:30;1.059,50;456,93;422,65;2.783,87;2,08;24,57;-;1.859,00;609,25;975,00;668,75;383,75
06.09.2025 22:30;06.09.2025 22:45;1.047,14;452,10;422,88;2.924,55;1,93;24,62;-;1.833,25;507,25;932,50;618,00;385,25
06.09.2025 22:45;06.09.2025 23:00;1.039,86;449,21;422,03;3.070,98;1,89;24,59;-;1.717,50;452,50;916,75;554,50;381,75
06.09.2025 23:00;06.09.2025 23:15;1.015,62;445,50;452,79;3.162,23;3,52;24,59;-;1.637,75;413,50;908,00;446,75;369,75
06.09.2025 23:15;06.09.2025 23:30;1.011,30;436,62;509,07;3.214,25;2,06;24,62;-;1.626,50;371,25;892,00;353,00;374,25
06.09.2025 23:30;06.09.2025 23:45;1.005,63;435,35;549,38;3.219,86;2,96;24,77;-;1.635,75;321,25;839,75;295,75;371,25
06.09.2025 23:45;07.09.2025 00:00;1.006,15;431,24;580,32;3.271,49;2,10;24,77;-;1.628,75;254,25;767,50;271,00;371,75
07.09.2025 00:00;07.09.2025 00:15;993,73;444,28;611,63;3.306,70;9,66;24,74;-;1.515,00;219,75;695,50;356,00;285,75
07.09.2025 00:15;07.09.2025 00:30;991,09;430,81;670,54;3.316,45;8,34;24,79;-;1.588,75;202,00;663,75;213,00;296,50
07.09.2025 00:30;07.09.2025 00:45;988,28;423,89;680,10;3.270,46;2,58;24,84;-;1.543,50;197,00;661,75;243,00;297,50
07.09.2025 00:45;07.09.2025 01:00;987,08;433,07;671,59;3.245,22;2,35;24,84;-;1.403,50;191,00;657,50;185,50;296,00
07.09.2025 01:00;07.09.2025 01:15;975,82;430,77;709,63;3.214,01;3,30;24,91;-;1.285,50;169,25;648,25;133,25;299,50
07.09.2025 01:15;07.09.2025 01:30;976,90;422,65;761,61;3.246,56;5,76;24,88;-;1.228,50;164,00;644,25;108,00;306,50
07.09.2025 01:30;07.09.2025 01:45;974,82;423,26;771,30;3.242,06;4,03;24,90;-;1.194,00;165,75;638,75;74,25;301,75
07.09.2025 01:45;07.09.2025 02:00;973,82;422,11;759,27;3.232,91;2,33;24,94;-;1.192,00;158,75;632,00;78,50;295,75
07.09.2025 02:00;07.09.2025 02:15;963,38;420,77;783,33;3.176,40;4,02;24,91;-;1.188,00;147,00;629,50;77,25;296,75
07.09.2025 02:15;07.09.2025 02:30;962,41;421,49;816,43;3.152,95;2,25;24,92;-;1.191,00;146,50;626,75;52,00;297,50
07.09.2025 02:30;07.09.2025 02:45;960,23;429,43;838,17;3.129,85;2,18;25,04;-;1.169,00;144,75;627,50;43,00;297,50
07.09.2025 02:45;07.09.2025 03:00;960,91;442,12;860,11;3.105,08;2,35;25,11;-;1.149,25;145,00;618,00;48,75;297,75
07.09.2025 03:00;07.09.2025 03:15;959,70;443,47;864,95;3.074,59;2,30;25,11;-;1.135,50;136,50;620,75;34,00;296,00
07.09.2025 03:15;07.09.2025 03:30;959,18;417,87;877,28;3.100,76;2,24;25,14;-;1.133,50;137,00;619,75;57,25;297,75
07.09.2025 03:30;07.09.2025 03:45;958,22;421,64;877,62;3.109,45;2,05;25,21;-;1.132,50;136,75;618,00;44,00;299,25
07.09.2025 03:45;07.09.2025 04:00;955,29;415,32;889,67;3.117,81;1,83;25,19;-;1.127,00;140,00;617,75;6,25;297,75
07.09.2025 04:00;07.09.2025 04:15;964,49;417,45;842,37;3.096,06;3,05;25,09;-;1.130,25;143,00;625,50;7,75;296,50
07.09.2025 04:15;07.09.2025 04:30;967,07;416,76;820,41;3.090,76;2,55;25,07;-;1.152,25;139,50;625,00;4,75;299,75
07.09.2025 04:30;07.09.2025 04:45;968,47;421,45;821,82;3.120,55;2,73;25,11;-;1.155,25;53,00;625,25;2,25;294,50
07.09.2025 04:45;07.09.2025 05:00;970,97;423,09;844,00;3.152,91;2,56;25,07;-;1.164,25;53,75;613,00;5,50;293,00
07.09.2025 05:00;07.09.2025 05:15;986,54;422,39;850,29;3.165,80;4,59;25,06;-;1.162,50;57,00;616,50;142,75;293,75
07.09.2025 05:15;07.09.2025 05:30;990,25;416,57;849,24;3.210,69;4,73;25,12;-;1.163,50;59,00;617,75;130,25;294,25
07.09.2025 05:30;07.09.2025 05:45;991,81;413,50;852,92;3.242,45;2,57;25,06;-;1.149,00;60,00;621,50;73,00;290,25
07.09.2025 05:45;07.09.2025 06:00;996,13;416,96;850,29;3.324,76;3,18;25,27;-;1.159,00;59,50;624,75;103,25;297,50
07.09.2025 06:00;07.09.2025 06:15;1.008,12;430,96;828,62;3.476,31;7,30;25,32;-;1.176,00;60,50;620,75;141,50;296,50
07.09.2025 06:15;07.09.2025 06:30;1.010,20;440,46;804,02;3.489,98;6,08;25,29;-;1.169,75;61,50;616,25;130,25;295,25
07.09.2025 06:30;07.09.2025 06:45;1.014,46;435,37;784,42;3.501,99;22,60;25,23;-;1.157,75;61,75;619,00;161,75;296,25
07.09.2025 06:45;07.09.2025 07:00;1.017,07;418,99;787,00;3.609,72;106,06;25,26;-;1.149,50;61,25;621,75;68,00;294,50
07.09.2025 07:00;07.09.2025 07:15;1.009,13;412,44;795,17;3.668,90;320,69;25,39;-;1.125,50;61,75;587,25;56,00;292,25
07.09.2025 07:15;07.09.2025 07:30;1.009,74;419,78;795,41;3.603,36;637,80;25,44;-;1.064,75;62,00;578,75;29,75;289,50
07.09.2025 07:30;07.09.2025 07:45;1.006,05;421,34;803,79;3.571,03;1.053,62;25,41;-;1.034,00;61,25;522,75;14,00;286,00
07.09.2025 07:45;07.09.2025 08:00;1.002,93;421,70;824,78;3.571,55;1.576,52;25,29;-;1.038,25;62,25;472,50;20,25;290,00
07.09.2025 08:00;07.09.2025 08:15;974,77;408,28;841,34;3.518,08;2.193,52;24,56;-;998,50;62,75;433,75;49,25;293,25
07.09.2025 08:15;07.09.2025 08:30;969,76;415,17;843,91;3.332,23;2.858,90;24,34;-;981,50;62,75;422,75;26,75;292,75
07.09.2025 08:30;07.09.2025 08:45;963,94;408,08;855,37;3.013,27;3.575,80;24,37;-;976,00;62,75;416,25;37,75;294,50
07.09.2025 08:45;07.09.2025 09:00;960,14;412,13;798,41;2.665,33;4.303,37;24,36;-;954,50;62,50;408,00;41,00;293,75
07.09.2025 09:00;07.09.2025 09:15;944,17;432,12;705,58;2.498,92;5.050,02;24,17;-;947,50;62,50;401,50;130,00;295,25
07.09.2025 09:15;07.09.2025 09:30;934,76;415,49;701,30;2.173,82;5.760,16;24,21;-;936,75;62,00;401,25;42,25;298,00
07.09.2025 09:30;07.09.2025 09:45;931,33;408,50;681,16;1.905,21;6.431,49;24,19;-;928,25;61,25;398,50;26,00;297,75
07.09.2025 09:45;07.09.2025 10:00;929,29;405,90;682,88;1.659,99;6.899,10;24,16;-;928,75;61,25;398,00;51,75;306,25
07.09.2025 10:00;07.09.2025 10:15;902,84;420,19;614,41;1.813,39;7.728,52;24,08;-;935,50;60,50;395,25;43,25;308,25
07.09.2025 10:15;07.09.2025 10:30;900,18;394,99;614,21;1.808,01;8.249,13;24,05;-;932,75;59,50;394,25;28,00;306,75
07.09.2025 10:30;07.09.2025 10:45;893,47;397,70;578,16;1.669,42;8.581,02;24,08;-;916,25;59,00;394,00;25,00;303,75
07.09.2025 10:45;07.09.2025 11:00;889,77;405,00;550,60;1.566,99;8.829,96;24,04;-;906,25;57,25;397,25;22,00;307,50
07.09.2025 11:00;07.09.2025 11:15;880,63;392,53;457,30;1.696,79;9.312,90;23,99;-;890,00;55,50;391,25;46,25;311,00
07.09.2025 11:15;07.09.2025 11:30;874,96;356,81;441,26;1.727,56;9.482,41;23,90;-;888,75;56,00;390,25;23,00;308,00
07.09.2025 11:30;07.09.2025 11:45;870,47;345,29;369,59;1.624,14;9.673,25;23,88;-;884,25;55,75;389,25;22,00;305,75
07.09.2025 11:45;07.09.2025 12:00;871,45;336,78;350,34;1.680,54;9.931,20;23,89;-;885,75;54,50;387,25;21,75;310,25
07.09.2025 12:00;07.09.2025 12:15;857,08;347,63;368,85;1.531,31;10.087,64;23,92;-;874,50;52,50;386,75;13,25;310,75
07.09.2025 12:15;07.09.2025 12:30;856,25;347,75;344,54;1.431,77;10.197,26;23,91;-;874,00;52,00;386,50;20,75;305,75
07.09.2025 12:30;07.09.2025 12:45;853,07;348,69;363,06;1.298,34;10.201,57;23,90;-;876,75;51,25;386,00;17,00;298,50
07.09.2025 12:45;07.09.2025 13:00;853,12;341,28;382,03;1.232,54;10.160,02;23,86;-;863,75;51,50;384,25;22,00;299,75
07.09.2025 13:00;07.09.2025 13:15;848,31;337,01;397,07;1.098,11;10.122,83;23,79;-;862,25;51,00;383,75;18,75;297,00
07.09.2025 13:15;07.09.2025 13:30;849,08;334,81;355,77;1.060,27;10.078,28;23,72;-;865,00;51,00;383,50;18,50;296,75
07.09.2025 13:30;07.09.2025 13:45;848,59;333,94;370,12;1.040,08;9.952,91;23,66;-;868,00;50,25;382,50;8,25;297,00
07.09.2025 13:45;07.09.2025 14:00;849,12;321,41;388,54;1.027,04;9.839,53;23,59;-;865,50;49,00;382,50;3,75;297,75
07.09.2025 14:00;07.09.2025 14:15;849,76;324,46;382,53;1.022,92;9.745,88;23,54;-;887,75;49,25;382,50;4,75;296,25
07.09.2025 14:15;07.09.2025 14:30;847,72;327,88;380,45;1.040,60;9.594,62;23,49;-;885,00;49,50;383,00;5,75;294,25
07.09.2025 14:30;07.09.2025 14:45;848,16;334,51;423,04;1.055,25;9.488,37;23,43;-;889,00;49,75;383,00;9,50;299,25
07.09.2025 14:45;07.09.2025 15:00;848,82;334,86;450,79;1.108,39;9.314,47;23,42;-;895,00;51,25;378,50;12,75;301,25
07.09.2025 15:00;07.09.2025 15:15;847,41;340,06;427,23;1.369,68;9.036,89;23,43;-;895,25;52,25;383,50;14,00;300,25
07.09.2025 15:15;07.09.2025 15:30;851,95;333,90;448,15;1.562,66;8.778,95;23,32;-;889,00;51,75;383,75;24,25;297,25
07.09.2025 15:30;07.09.2025 15:45;859,92;325,86;500,49;1.824,07;8.506,15;23,20;-;898,25;51,75;440,50;9,50;302,00
07.09.2025 15:45;07.09.2025 16:00;867,80;333,83;568,55;1.925,02;8.179,73;23,25;-;901,50;52,00;441,50;17,25;305,75
07.09.2025 16:00;07.09.2025 16:15;880,39;366,62;581,37;2.030,23;7.685,42;23,23;-;918,25;53,25;441,25;8,50;295,50
07.09.2025 16:15;07.09.2025 16:30;886,45;381,12;668,39;2.442,66;7.361,56;23,19;-;926,75;55,00;442,00;7,75;294,25
07.09.2025 16:30;07.09.2025 16:45;889,27;385,37;757,42;2.735,07;6.868,50;23,08;-;935,00;56,00;450,00;7,75;296,00
07.09.2025 16:45;07.09.2025 17:00;900,46;390,64;795,87;2.916,56;6.340,74;23,01;-;947,00;58,00;473,00;62,50;289,50
07.09.2025 17:00;07.09.2025 17:15;921,32;398,93;1.262,39;2.899,59;5.899,24;23,45;-;953,75;59,25;506,00;28,25;293,75
07.09.2025 17:15;07.09.2025 17:30;935,77;414,66;1.314,80;3.183,12;5.248,32;23,39;-;968,25;61,25;514,25;31,75;300,50
07.09.2025 17:30;07.09.2025 17:45;943,84;423,47;1.292,62;3.469,92;4.504,26;23,36;-;982,25;64,00;552,75;62,25;304,50
07.09.2025 17:45;07.09.2025 18:00;959,61;441,98;1.258,74;3.519,67;3.710,73;23,39;-;1.108,25;65,50;616,50;22,50;307,50
07.09.2025 18:00;07.09.2025 18:15;1.010,52;429,63;1.450,64;3.458,97;2.961,73;23,40;-;1.301,50;67,75;754,25;34,75;314,25
07.09.2025 18:15;07.09.2025 18:30;1.033,88;441,10;1.495,68;3.446,46;2.243,73;23,38;-;1.510,25;70,25;774,50;79,00;315,75
07.09.2025 18:30;07.09.2025 18:45;1.065,00;458,57;1.519,14;3.408,57;1.600,16;23,40;-;1.760,25;72,50;793,50;209,50;320,25
07.09.2025 18:45;07.09.2025 19:00;1.079,80;491,67;1.538,04;3.346,23;1.058,62;23,43;-;1.913,25;73,50;831,75;405,50;321,50
07.09.2025 19:00;07.09.2025 19:15;1.103,74;448,25;1.549,65;3.302,59;621,02;23,47;-;1.975,00;74,50;885,50;417,00;320,00
07.09.2025 19:15;07.09.2025 19:30;1.111,43;478,16;1.558,33;3.433,89;309,10;23,50;-;2.042,50;76,00;896,25;593,50;327,75
07.09.2025 19:30;07.09.2025 19:45;1.113,11;472,66;1.558,99;3.735,91;104,60;23,74;-;2.088,75;76,00;904,75;705,25;330,00
07.09.2025 19:45;07.09.2025 20:00;1.110,06;446,87;1.563,17;4.110,37;24,67;23,78;-;2.138,75;76,75;913,25;709,25;335,25
07.09.2025 20:00;07.09.2025 20:15;1.120,36;443,19;1.573,83;4.339,93;6,32;23,81;-;2.151,25;77,00;923,75;800,00;342,75
07.09.2025 20:15;07.09.2025 20:30;1.122,80;422,83;1.582,58;4.620,21;6,70;23,87;-;2.158,75;78,00;924,00;635,50;341,50
07.09.2025 20:30;07.09.2025 20:45;1.114,77;426,73;1.574,17;4.871,91;2,99;23,98;-;2.162,00;77,00;936,00;459,75;328,25
07.09.2025 20:45;07.09.2025 21:00;1.107,82;413,34;1.548,22;5.064,37;2,71;24,12;-;2.148,25;77,25;992,50;238,75;320,50
07.09.2025 21:00;07.09.2025 21:15;1.099,99;441,04;1.500,47;5.166,34;2,71;24,21;-;2.105,00;76,50;1.032,00;315,00;315,50
07.09.2025 21:15;07.09.2025 21:30;1.092,70;413,53;1.496,71;5.289,03;2,39;24,12;-;2.064,50;76,00;1.039,25;152,75;318,50
07.09.2025 21:30;07.09.2025 21:45;1.073,54;405,60;1.472,07;5.402,09;1,83;23,81;-;2.053,25;76,00;1.059,00;87,75;309,50
07.09.2025 21:45;07.09.2025 22:00;1.067,03;399,24;1.443,37;5.505,02;1,74;24,19;-;2.021,50;75,00;1.067,75;52,50;316,00
07.09.2025 22:00;07.09.2025 22:15;1.042,54;397,17;1.446,92;5.261,86;1,70;24,28;-;2.071,50;74,75;1.065,25;129,75;323,75
07.09.2025 22:15;07.09.2025 22:30;1.034,50;392,41;1.420,65;5.257,83;1,63;24,32;-;2.064,50;74,00;1.082,25;80,25;326,25
07.09.2025 22:30;07.09.2025 22:45;1.033,22;391,96;1.380,08;5.203,55;1,64;24,41;-;2.034,00;73,00;1.119,50;67,75;328,00
07.09.2025 22:45;07.09.2025 23:00;1.029,98;387,78;1.328,25;5.139,00;1,61;24,44;-;2.007,00;72,50;1.167,75;52,75;326,75
07.09.2025 23:00;07.09.2025 23:15;1.003,05;395,85;1.350,99;5.068,60;1,64;24,51;-;1.956,00;71,50;1.183,75;12,25;313,75
07.09.2025 23:15;07.09.2025 23:30;996,14;388,95;1.348,73;4.980,52;1,78;24,57;-;1.900,00;70,50;1.189,75;0,75;317,25
07.09.2025 23:30;07.09.2025 23:45;991,52;386,79;1.347,54;4.870,52;1,57;24,66;-;1.861,75;70,00;1.193,50;0,50;317,50
07.09.2025 23:45;08.09.2025 00:00;989,64;385,89;1.349,22;4.783,45;1,53;24,77;-;1.846,00;71,00;1.187,25;0,25;312,75
08.09.2025 00:00;08.09.2025 00:15;947,29;383,89;1.380,44;4.691,59;2,32;24,77;-;1.845,00;70,75;1.144,25;70,50;300,75
08.09.2025 00:15;08.09.2025 00:30;943,25;375,96;1.376,02;4.600,77;1,65;24,70;-;1.837,75;69,00;1.135,00;35,50;302,25
08.09.2025 00:30;08.09.2025 00:45;941,01;375,41;1.367,72;4.435,84;1,49;24,71;-;1.832,75;65,50;1.152,25;0,75;303,50
08.09.2025 00:45;08.09.2025 01:00;938,38;374,67;1.357,95;4.309,42;1,35;24,70;-;1.829,50;67,75;1.152,00;0,50;306,00
08.09.2025 01:00;08.09.2025 01:15;929,29;373,42;1.365,39;4.223,68;1,26;24,57;-;1.841,00;68,00;1.162,25;0,25;307,25
08.09.2025 01:15;08.09.2025 01:30;930,51;371,78;1.363,45;4.152,55;1,37;24,57;-;1.830,75;63,50;1.158,75;0,25;311,25
08.09.2025 01:30;08.09.2025 01:45;930,85;373,75;1.361,51;4.056,86;1,34;24,58;-;1.818,25;65,00;1.166,75;0,25;305,75
08.09.2025 01:45;08.09.2025 02:00;929,86;371,76;1.361,13;3.945,47;1,81;24,63;-;1.826,25;62,50;1.171,75;0,25;305,75
08.09.2025 02:00;08.09.2025 02:15;921,97;368,51;1.366,73;3.839,75;1,32;24,69;-;1.830,75;62,50;1.183,75;0,25;306,00
08.09.2025 02:15;08.09.2025 02:30;920,80;369,01;1.366,58;3.767,53;2,12;24,73;-;1.811,50;86,50;1.184,75;1,75;313,25
08.09.2025 02:30;08.09.2025 02:45;921,26;369,61;1.363,11;3.696,65;1,96;24,85;-;1.806,50;95,25;1.192,75;0,25;317,25
08.09.2025 02:45;08.09.2025 03:00;920,14;368,04;1.356,93;3.636,29;1,39;24,82;-;1.801,75;94,75;1.179,25;0,25;305,50
08.09.2025 03:00;08.09.2025 03:15;920,25;366,93;1.349,96;3.585,11;1,46;24,77;-;1.827,25;96,50;1.204,00;0,25;301,50
08.09.2025 03:15;08.09.2025 03:30;919,76;365,84;1.348,32;3.507,83;1,36;24,75;-;1.835,00;94,75;1.203,50;0,25;305,25
08.09.2025 03:30;08.09.2025 03:45;919,90;365,97;1.342,97;3.440,82;1,32;24,76;-;1.830,75;170,75;1.204,25;0,25;305,25
